"TCID","ScenarioName","Steps","KeyFunction","ExecutionCondition","Br_Name","Param1","Param2","Param3"
,,"Click on 'Start Lesson' for Lesson 7","click_On_Button","Yes","Onlife","xpath",".//*[@id='lessons']/div[5]/a[2]/span",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on “Next Page”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_287']/div[5]/a/span",
,,"Verify 'Myth or Truth?'","VerifyTextInParagraph","Yes","Onlife","xpath",".//*[@id='CourseLesson_287']/h2","Myth or Truth?"
,,"Click on “Next Page”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_287']/div[4]/a[1]/span",
,,"Verify'Support and Being a Role Model' in the page","VerifyTextInParagraph","Yes","Onlife","xpath",".//*[@id='CourseLesson_287']/h2","Support and Being a Role Model"
,,"Click on “Next Page”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_287']/div[4]/a[1]/span",
,,"Verify  'Suggestions for Support' in the page","VerifyTextInParagraph","Yes","Onlife","xpath",".//*[@id='CourseLesson_287']/h2","Suggestions for Support"
,,"Click on “Next Page”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_287']/div[4]/a[1]/span",
,,"Verify ' Wrapping Up and Looking Ahead” in the page","VerifyTextInParagraph","Yes","Onlife","xpath",".//*[@id='CourseLesson_287']/h2","Wrapping Up and Looking Ahead"
,,"Click on “Finish”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_287']/div[4]/a[1]/span",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on 'Lesson 8'","click_On_Button","Yes","Onlife","xpath",".//*[@id='Lessons_37950']/a[8]/div",
,,"Click on 'Start Lesson' for Lesson 8","click_On_Button","Yes","Onlife","xpath",".//*[@id='lessons']/div[5]/a[2]/span",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on “Next Page”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_288']/div[5]/a/span",
,,"Verify 'Action Steps Worth Trying'","VerifyTextInParagraph","Yes","Onlife","xpath",".//*[@id='CourseLesson_288']/h2","Action Steps Worth Trying"
,,"Click on “Next Page”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_288']/div[4]/a[1]/span",
,,"Click on “Next Page”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_288']/div[4]/a[1]/span",
,,"Verify  'Stress and Tobacco Use' in the page","VerifyTextInParagraph","Yes","Onlife","xpath",".//*[@id='CourseLesson_288']/h2","Stress and Tobacco Use"
,,"Click on “Next Page”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_288']/div[4]/a[1]/span",
,,"Verify 'What Do I Do Now?' in the page","VerifyTextInParagraph","Yes","Onlife","xpath",".//*[@id='CourseLesson_288']/h2","What Do I Do Now?"
,,"Click on “Next Page”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_288']/div[4]/a[1]/span",
,,"Verify ' Wrapping Up and Looking Ahead” in the page","VerifyTextInParagraph","Yes","Onlife","xpath",".//*[@id='CourseLesson_288']/h2","Wrapping Up and Looking Ahead"
,,"Click on “Finish”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_288']/div[4]/a[1]/span",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on 'Lesson 9'","click_On_Button","Yes","Onlife","xpath",".//*[@id='Lessons_37950']/a[9]/div",
,,"Click on 'Start Lesson' for Lesson 9","click_On_Button","Yes","Onlife","xpath",".//*[@id='lessons']/div[5]/a[2]/span",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on “Next Page”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_289']/div[5]/a/span",
,,"Verify 'Women and Tobacco'","VerifyTextInParagraph","Yes","Onlife","xpath",".//*[@id='CourseLesson_289']/h2","Women and Tobacco"
,,"Click on “Next Page”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_289']/div[4]/a[1]/span",
,,"Verify 'Men and Tobacco' in the page","VerifyTextInParagraph","Yes","Onlife","xpath",".//*[@id='CourseLesson_289']/h2","Men and Tobacco"
,,"Click on “Next Page”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_289']/div[4]/a[1]/span",
,,"Verify  'Values Inventory' in the page","VerifyTextInParagraph","Yes","Onlife","xpath",".//*[@id='CourseLesson_289']/h2","Values Inventory"
,,"Click on “Next Page”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_289']/div[4]/a[1]/span",
,,"Verify 'Positive Thinking' in the page","VerifyTextInParagraph","Yes","Onlife","xpath",".//*[@id='CourseLesson_289']/h2","Positive Thinking"
,,"Click on “Next Page”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_289']/div[4]/a[1]/span",
,,"Verify ' Wrapping Up and Looking Ahead” in the page","VerifyTextInParagraph","Yes","Onlife","xpath",".//*[@id='CourseLesson_289']/h2","Wrapping Up and Looking Ahead"
,,"Click on “Finish”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_289']/div[4]/a[1]/span",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on 'Lesson10'","click_On_Button","Yes","Onlife","xpath",".//*[@id='Lessons_37950']/a[10]/div",
,,"Click on 'Start Lesson' for Lesson 10","click_On_Button","Yes","Onlife","xpath",".//*[@id='lessons']/div[5]/a[2]/span",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on “Next Page”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_290']/div[5]/a/span",
,,"Verify 'The Importance of Rewards'","VerifyTextInParagraph","Yes","Onlife","xpath",".//*[@id='CourseLesson_290']/h2","The Importance of Rewards"
,,"Click on “Next Page”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_290']/div[4]/a[1]/span",
,,"Verify 'Types of Rewards' in the page","VerifyTextInParagraph","Yes","Onlife","xpath",".//*[@id='CourseLesson_290']/h2","Types of Rewards"
,,"Click on “Next Page”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_290']/div[4]/a[1]/span",
,,"Verify  'Examples of Rewards' in the page","VerifyTextInParagraph","Yes","Onlife","xpath",".//*[@id='CourseLesson_290']/h2","Examples of Rewards"
,,"Click on “Next Page”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_290']/div[4]/a[1]/span",
,,"Verify 'CELEBRATING SUCCESS' in the page","VerifyTextInParagraph","Yes","Onlife","xpath",".//*[@id='CourseLesson_290']/h2","CELEBRATING SUCCESS"
,,"Click on “Next Page”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_290']/div[4]/a[1]/span",
,,"Verify ' Wrapping Up and Looking Ahead” in the page","VerifyTextInParagraph","Yes","Onlife","xpath",".//*[@id='CourseLesson_290']/h2","Wrapping Up and Looking Ahead"
,,"Click on “Finish”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_290']/div[4]/a[1]/span",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on 'Lesson11'","click_On_Button","Yes","Onlife","xpath",".//*[@id='Lessons_37950']/a[11]/div",
,,"Click on 'Start Lesson' for Lesson 11","click_On_Button","Yes","Onlife","xpath",".//*[@id='lessons']/div[5]/a[2]/span",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on “Next Page”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_291']/div[5]/a/span",
,,"Verify 'Identifying Who Needs Help'","VerifyTextInParagraph","Yes","Onlife","xpath",".//*[@id='CourseLesson_291']/h2","Identifying Who Needs Help"
,,"Click on “Next Page”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_291']/div[4]/a[1]/span",
,,"Verify 'Your Possible Role' in the page","VerifyTextInParagraph","Yes","Onlife","xpath",".//*[@id='CourseLesson_291']/h2","Your Possible Role"
,,"Click on “Next Page”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_291']/div[4]/a[1]/span",
,,"Verify  'Identifying Opportunities' in the page","VerifyTextInParagraph","Yes","Onlife","xpath",".//*[@id='CourseLesson_291']/h2"," Identifying Opportunities"
,,"Click on “Next Page”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_291']/div[4]/a[1]/span",
,,"Verify 'Making a Difference' in the page","VerifyTextInParagraph","Yes","Onlife","xpath",".//*[@id='CourseLesson_291']/h2","Making a Difference"
,,"Click on “Next Page”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_291']/div[4]/a[1]/span",
,,"Verify ' Wrapping Up and Looking Ahead” in the page","VerifyTextInParagraph","Yes","Onlife","xpath",".//*[@id='CourseLesson_291']/h2","Wrapping Up and Looking Ahead"
,,"Click on “Finish”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_291']/div[4]/a[1]/span",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on 'Lesson12'","click_On_Button","Yes","Onlife","xpath",".//*[@id='Lessons_37950']/a[12]/div",
,,"Click on 'Start Lesson' for Lesson 12","click_On_Button","Yes","Onlife","xpath",".//*[@id='lessons']/div[5]/a[2]/span",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on “Next Page”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_292']/div[5]/a/span",
,,"Verify 'Relapse! What to do...'","VerifyTextInParagraph","Yes","Onlife","xpath",".//*[@id='CourseLesson_292']/h2","Relapse! What to do..."
,,"Click on “Next Page”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_292']/div[4]/a[1]/span",
,,"Verify 'Relapse Prevention: ODAT or' in the page","VerifyTextInParagraph","Yes","Onlife","xpath",".//*[@id='CourseLesson_292']/h2","Relapse Prevention: ODAT or"
,,"Click on “Next Page”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_292']/div[4]/a[1]/span",
,,"Verify  'Relapse Prevention: HALTS' in the page","VerifyTextInParagraph","Yes","Onlife","xpath",".//*[@id='CourseLesson_292']/h2","Relapse Prevention: HALTS"
,,"Click on “Next Page”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_292']/div[4]/a[1]/span",
,,"Verify 'HALTS continued' in the page","VerifyTextInParagraph","Yes","Onlife","xpath",".//*[@id='CourseLesson_292']/h2","HALTS continued"
,,"Click on “Next Page”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_292']/div[4]/a[1]/span",
,,"Verify ' Wrapping Up and Looking Ahead” in the page","VerifyTextInParagraph","Yes","Onlife","xpath",".//*[@id='CourseLesson_292']/h2","Wrapping Up and Looking Ahead"
,,"Click on “Finish”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CourseLesson_292']/div[4]/a[1]/span",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
"TC017","Verify the user is able to set goal by selecting “IMPROVING CHOLESTEROL” program under “ONMYTEAM”.","invokeBrowser","invokeBrowser","Yes","Onlife",,,
,,"Enter 'Username'","enter_Text","Yes","Onlife","xpath","//input[@class='username']","50_20150311_110138_102794"
,,"Enter “Password'","enter_Text","Yes","Onlife","xpath","//input[@class='password']","Password1"
,,"Click on “Login”","click_On_Button","Yes","Onlife","xpath","//button[@type='submit']",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on 'View More Programs'","click_On_Button","Yes","Onlife","xpath","//div[@class='goalsSummary']/div[4]/p/a/span",
,,"Click on 'Improve Cholesterol'","click_On_link","Yes","Onlife","xpath",".//*[@id='CoachGoals_5569155']/div/div/div/div/div[1]/div/div/div[3]/span/ul/li[6]/a/span[1]/img[@src='/Images/goalImg_cholesterol.jpg']",
,,"Enter text in Total Cholesterol","enter_Text","Yes","Onlife","xpath",".//*[@id='Improve_CurrentTotalCholesterolText']",91
,,"Enter text in LDL","enter_Text","Yes","Onlife","xpath",".//*[@id='Improve_CurrentLDLText']",56
,,"Enter text in HDL","enter_Text","Yes","Onlife","xpath",".//*[@id='Improve_CurrentHDLText']",65
,,"Enter text in Triglycerides","enter_Text","Yes","Onlife","xpath",".//*[@id='Improve_CurrentTriglyceridesText']",78
,,"Enter text in Total Cholesterol in 'My Goal'","enter_Text","Yes","Onlife","xpath",".//*[@id='Improve_GoalTotalCholesterolText']",78
,,"Enter text in LDL in 'My Goal'","enter_Text","Yes","Onlife","xpath",".//*[@id='Improve_GoalLDLText']",45
,,"Enter text in HDL in 'My Goal'","enter_Text","Yes","Onlife","xpath",".//*[@id='Improve_GoalHDLText']",75
,,"Enter text in Triglycerides in 'My Goal'","enter_Text","Yes","Onlife","xpath",".//*[@id='Improve_GoalTriglyceridesText']",65
,,"Enter date in Target Date","editSet_PreviusORFutureDate","Yes","Onlife","xpath",".//*[@id='GoalStep21_Improve_Cholesterol_Target_Date']",04/30/2015
,,"Click on 'Continue'","click_On_Button","Yes","Onlife","xpath","//a[@class='button continue']",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on 'an Action Step","click_On_Button","Yes","Onlife","xpath",".//*[@id='list_1']/li[1]",
,,"Click on right arrow key('>')","click_On_Button","Yes","Onlife","xpath","//a[@class='right']",
,,"Click on “Continue”","click_On_Button","Yes","Onlife","xpath","//a[@class='button continue']",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on 'Finish'","click_On_Button","Yes","Onlife","xpath","//a[@class='button finish']",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on 'Remove' to remove the goal","click_On_Button","Yes","Onlife","xpath",".//*[@id='RemoveGoal']",
,,"Click on 'Yes,I'M Sure'","click_On_Button","Yes","Onlife","xpath",".//*[@id='YesButton']/span",
,,"Click on 'LogOff'","click_On_link","Yes","Onlife","xpath",".//*[@id='a_logout']",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
"TC018","Verify the user is able to set goal by selecting “IMPROVE FITNESS LEVEL” program under “ONMYTEAM”.","invokeBrowser","invokeBrowser","Yes","Onlife",,,
,,"Enter 'Username'","enter_Text","Yes","Onlife","xpath","//input[@class='username']","50_20150311_110138_102794"
,,"Enter “Password'","enter_Text","Yes","Onlife","xpath","//input[@class='password']","Password1"
,,"Click on “Login”","click_On_Button","Yes","Onlife","xpath","//button[@type='submit']",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on 'View More Programs'","click_On_Button","Yes","Onlife","xpath","//div[@class='goalsSummary']/div[4]/p/a/span",
,,"Click on 'Improve Fitness Level'","click_On_link","Yes","Onlife","xpath",".//*[@id='CoachGoals_5569155']/div/div/div/div/div[1]/div/div/div[3]/span/ul/li[2]/a/span[1]/img[@src='/Images/goalImg_physicalActivityIncrease.jpg']",
,,"Enter text in 'Cardio'","enter_Text","Yes","Onlife","xpath",".//*[@id='Improve_Physical_CurrentCardioText']",10
,,"Enter text in 'Strength'","enter_Text","Yes","Onlife","xpath",".//*[@id='Improve_Physical_CurrentStrengthText']",2
,,"Enter text in 'Stretching'","enter_Text","Yes","Onlife","xpath",".//*[@id='Improve_Physical_CurrentStretchingText']",3
,,"Enter text in 'Cardio' for 'My Goal'","enter_Text","Yes","Onlife","xpath",".//*[@id='Improve_Physical_GoalCardioText']",15
,,"Enter text in 'Strength' for 'My Goal'","enter_Text","Yes","Onlife","xpath",".//*[@id='Improve_Physical_GoalStrengthText']",3
,,"Enter text in 'Stretching' for 'My Goal'","enter_Text","Yes","Onlife","xpath",".//*[@id='Improve_Physical_GoalStretchingText']",2
,,"Enter date in Target Date","editSet_PreviusORFutureDate","Yes","Onlife","xpath",".//*[@id='GoalStep21_Improve_Physical_Target_Date']",04/30/2015
,,"Click on 'Continue'","click_On_Button","Yes","Onlife","xpath","//a[@class='button continue']",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on an 'Action Step'","click_On_Button","Yes","Onlife","xpath",".//*[@id='list_1']/li[1]/table/tbody/tr/td[2]",
,,"Click on right arrow key('>')","click_On_Button","Yes","Onlife","xpath","//a[@class='right']",
,,"Click on “Continue”","click_On_Button","Yes","Onlife","xpath","//a[@class='button continue']",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on 'Finish'","click_On_Button","Yes","Onlife","xpath","//a[@class='button finish']",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on 'Remove' to remove the goal","click_On_Button","Yes","Onlife","xpath",".//*[@id='RemoveGoal']",
,,"Click on 'Yes,I'M Sure'","click_On_Button","Yes","Onlife","xpath",".//*[@id='YesButton']/span",
,,"Click on 'LogOff'","click_On_link","Yes","Onlife","xpath",".//*[@id='a_logout']",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
"TC019","Verify the user is able to set goal by selecting “IMPROVE BLOOD PRESSURE” program under “ONMYTEAM”.","invokeBrowser","invokeBrowser","Yes","Onlife",,,
,,"Enter 'Username'","enter_Text","Yes","Onlife","xpath","//input[@class='username']","50_20150311_110138_102794"
,,"Enter 'Password'","enter_Text","Yes","Onlife","xpath","//input[@class='password']","Password1"
,,"Click on 'Login”","click_On_Button","Yes","Onlife","xpath","//button[@type='submit']",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on “View More Programs”","click_On_Button","Yes","Onlife","xpath","//div[@class='goalsSummary']/div[4]/p/a/span",
,,"Click on “Improve Blood Pressure”","click_On_Button","Yes","Onlife","xpath",".//*[@id='CoachGoals_5569155']/div/div/div/div/div[1]/div/div/div[3]/span/ul/li[1]/a/span[1]/img[@src='/Images/goalImg_bloodPressure.jpg']",
,,"Enter text in 'Systolic'","enter_Text","Yes","Onlife","xpath",".//*[@id='CurrentSystolic']",80
,,"Enter text in 'Diastolic'","enter_Text","Yes","Onlife","xpath",".//*[@id='CurrentDiastolic']",90
,,"Enter text in 'Systolic' for My Goal","enter_Text","Yes","Onlife","xpath",".//*[@id='GoalSystolic']",84
,,"Enter text in 'Diastolic' for 'My Goal'","enter_Text","Yes","Onlife","xpath",".//*[@id='GoalDiastolic']",74
,,"Enter date in Target Date","editSet_PreviusORFutureDate","Yes","Onlife","xpath",".//*[@id='GoalStep21_Improve_Physical_Target_Date']",04/30/2015
,,"Click on 'Continue'","click_On_Button","Yes","Onlife","xpath","//a[@class='button continue']",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on an 'Action Step'","click_On_Button","Yes","Onlife","xpath",".//*[@id='list_1']/li[1]/table/tbody/tr/td[2]",
,,"Click on right arrow key('>')","click_On_Button","Yes","Onlife","xpath","//a[@class='right']",
,,"Click on “Continue”","click_On_Button","Yes","Onlife","xpath","//a[@class='button continue']",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on 'Finish'","click_On_Button","Yes","Onlife","xpath","//a[@class='button finish']",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on 'Remove' to remove the goal","click_On_Button","Yes","Onlife","xpath",".//*[@id='RemoveGoal']",
,,"Click on 'Yes,I'M Sure'","click_On_Button","Yes","Onlife","xpath",".//*[@id='YesButton']/span",
,,"Click on 'LogOff'","click_On_link","Yes","Onlife","xpath",".//*[@id='a_logout']",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
"TC020","Verify the user is able to set goal by selecting “Decrease Weight” program under “ONMYTEAM”.","invokeBrowser","invokeBrowser","Yes","Onlife",,,
,,"Enter 'Username'","enter_Text","Yes","Onlife","xpath","//input[@class='username']","50_20150311_110138_102794"
,,"Enter 'Password'","enter_Text","Yes","Onlife","xpath","//input[@class='password']","Password1"
,,"Click on 'Login”","click_On_Button","Yes","Onlife","xpath","//button[@type='submit']",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on “View More Programs”","click_On_Button","Yes","Onlife","xpath","//div[@class='goalsSummary']/div[4]/p/a/span",
,,"Click on 'Decrease Weight'","click_On_link","Yes","Onlife","xpath",".//*[@id='CoachGoals_5569155']/div/div/div/div/div[1]/div/div/div[3]/span/ul/li[5]/a/span[1]/img[@src='/Images/goalImg_weightLose.jpg']",
,,"Enter Current Weight","enter_Text","Yes","Onlife","xpath",".//*[@id='GoalStep21_currentWeight']",55
,,"Enter Weight for 'My Goal'","enter_Text","Yes","Onlife","xpath",".//*[@id='targetWeight']",52
,,"Enter date in Target Date","editSet_PreviusORFutureDate","Yes","Onlife","xpath",".//*[@id='GoalStep21_Improve_Physical_Target_Date']",04/30/2015
,,"Click on 'Continue'","click_On_Button","Yes","Onlife","xpath","//a[@class='button continue']",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on an 'Action Step'","click_On_Button","Yes","Onlife","xpath",".//*[@id='list_1']/li[1]/table/tbody/tr/td[2]",
,,"Click on right arrow key('>')","click_On_Button","Yes","Onlife","xpath","//a[@class='right']",
,,"Click on “Continue”","click_On_Button","Yes","Onlife","xpath","//a[@class='button continue']",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on 'Finish'","click_On_Button","Yes","Onlife","xpath","//a[@class='button finish']",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on 'Remove' to remove the goal","click_On_Button","Yes","Onlife","xpath",".//*[@id='RemoveGoal']",
,,"Click on 'Yes,I'M Sure'","click_On_Button","Yes","Onlife","xpath",".//*[@id='YesButton']/span",
,,"Click on 'LogOff'","click_On_link","Yes","Onlife","xpath",".//*[@id='a_logout']",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
"TC021","Verify the user is able to set goal by selecting “Maintain Weight” program under “ONMYTEAM”.","invokeBrowser","invokeBrowser","Yes","Onlife",,,
,,"Enter 'Username'","enter_Text","Yes","Onlife","xpath","//input[@class='username']","50_20150311_110138_102794"
,,"Enter 'Password'","enter_Text","Yes","Onlife","xpath","//input[@class='password']","Password1"
,,"Click on 'Login”","click_On_Button","Yes","Onlife","xpath","//button[@type='submit']",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on “View More Programs”","click_On_Button","Yes","Onlife","xpath","//div[@class='goalsSummary']/div[4]/p/a/span",
,,"Click on 'Maintain Weight'","click_On_link","Yes","Onlife","xpath",".//*[@id='CoachGoals_5569155']/div/div/div/div/div[1]/div/div/div[3]/span/ul/li[10]/a/span[1]/img[@src='/Images/goalImg_weightMaintain.jpg']",
,,"Enter 'Weight' in current status","enter_Text","Yes","Onlife","xpath",".//*[@id='GoalStep21_Maintain_Weight_Weight']",60
,,"Click on 'Continue'","click_On_Button","Yes","Onlife","xpath","//a[@class='button continue']",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on an 'Action Step'","click_On_Button","Yes","Onlife","xpath",".//*[@id='list_1']/li[1]/table/tbody/tr/td[2]",
,,"Click on right arrow key('>')","click_On_Button","Yes","Onlife","xpath","//a[@class='right']",
,,"Click on “Continue”","click_On_Button","Yes","Onlife","xpath","//a[@class='button continue']",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on 'Finish'","click_On_Button","Yes","Onlife","xpath","//a[@class='button finish']",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on 'Remove' to remove the goal","click_On_Button","Yes","Onlife","xpath",".//*[@id='RemoveGoal']",
,,"Click on 'Yes,I'M Sure'","click_On_Button","Yes","Onlife","xpath",".//*[@id='YesButton']/span",
,,"Click on 'LogOff'","click_On_link","Yes","Onlife","xpath",".//*[@id='a_logout']",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
"TC022","Verify the user is able to set Goal by selecting 'IMPROVING NUTRITION' program under “ONMYTEAM”.","invokeBrowser","invokeBrowser","Yes","Onlife",,,
,,"Enter 'Username'","enter_Text","Yes","Onlife","xpath","//input[@class='username']","50_20150311_110138_102794"
,,"Enter 'Password'","enter_Text","Yes","Onlife","xpath","//input[@class='password']","Password1"
,,"Click on 'Login”","click_On_Button","Yes","Onlife","xpath","//button[@type='submit']",
,,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
,,"Click on “View More Programs”","click_On_Button","Yes","Onlife","xpath","//div[@class='goalsSummary']/div[4]/p/a/span",
"TC023","Verify that 'First Name' field is  editable","invokeBrowser","invokeBrowser","Yes","Onlife",,,
"TC023",,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
"TC023",,"Enter 'Username'","enter_Text","Yes","Onlife","xpath","html/body/section[1]/section[2]/div[1]/form/input[1]","50_20150311_110138_102794"
"TC023",,"Enter “Password'","enter_Text","Yes","Onlife","xpath","html/body/section[1]/section[2]/div[1]/form/input[2]","Password1"
"TC023",,"Click on “Login”","click_On_Button","Yes","Onlife","xpath","html/body/section[1]/section[2]/div[1]/form/button",
"TC023",,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
"TC023",,"Click on 'My Settings'","click_On_link","Yes","Onlife","xpath",".//*[@id='Menu1']/li[3]/a",
"TC023",,"Click on 'Edit' button","click_On_Button","Yes","Onlife","xpath","//*[@id='MyInformation_edit']/span",
"TC023",,"Verify 'First Name' is present","VerifyTextInTextBox","Yes","Onlife","xpath",".//*[@id='MyInformation_firstname']",
"TC023",,"Edit 'First Name'","enter_Text","Yes","Onlife","xpath",".//*[@id='MyInformation_firstname']","EmilieTest"
"TC023",,"Click on 'Save' button","click_On_Button","Yes","Onlife","xpath",".//*[@id='MyInformation_save']/span",
"TC023",,"Click on 'LogOff'","click_On_link","Yes","Onlife","xpath",".//*[@id='a_logout']",
"TC023",,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
"TC001","Verify the user is able to set goal by selecting “Quit Tobacco Use” program under “ONMYTEAM”.","Enter 'Username'","enter_Text","Yes","Onlife","xpath","html/body/section[1]/section[2]/div[1]/form/input[1]","50_20150311_110138_102794"
"TC001",,"Enter “Password'","enter_Text","Yes","Onlife","xpath","html/body/section[1]/section[2]/div[1]/form/input[2]","Password1"
"TC001",,"Click on 'Login'","click_On_Button","Yes","Onlife","xpath","html/body/section[1]/section[2]/div[1]/form/button",
"TC001",,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
"TC001",,"Click on “View More Programs”","click_On_Button","Yes","Onlife","xpath","//div[@class='goalsSummary']/div[4]/p/a/span",
"TC001",,"Click on “Quit Tobacco'","click_On_link","Yes","Onlife","xpath",".//*[@id='CoachGoals_5569155']/div/div/div/div/div[1]/div/div/div[3]/span/ul/li[4]/a/span[1]/img[@src='/Images/goalImg_smoking.jpg']",
"TC001",,"Select 'Type of Tobacco'","dropdownSelect","Yes","Onlife","xpath",".//*[@id='GoalStep21_TypeOfTobacco']","Cigarette"
"TC001",,"Enter 'number of cigarettes per day'","enter_Text","Yes","Onlife","xpath",".//*[@id='GoalStep21_TobaccoDay']",5
